username,1_1,1_2,1_3,1_4,1_5,1_6,2_1,2_2,2_3,2_4,2_5,2_6,3_1,3_2,3_3,3_4,3_5,3_6,4_1,4_2,4_3,4_4,4_5,4_6,5_1,5_2,5_3,5_4,5_5,5_6,6_1,6_2,6_3,6_4,6_5,6_6,7_1,7_2,7_3,7_4,7_5,7_6,8_1,8_2,8_3,8_4,8_5,8_6,9_1,9_2,9_3,9_4,9_5,9_6,10_1,10_2,10_3,10_4,10_5,10_6,avg_score
020f253c343856ea875e959023e79fb1d4d9c0a3,1.5,1.5,0.0,0,4214.25,2000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0
0248e16d134e1bd5b4352701e1f23b904b7c4cdf,2.0,2.0,0.0,0,9125.0,10000.0,1.75,1.75,0.0,0,8809.5,10000.0,6.75,6.5,0.25,0,5451.96,442.5,6.6,6.1,0.5,0,6943.529,10000.0,2.25,2.25,0.0,0,7562.5,10000.0,6.0,5.667,0.333,0,1870.37,10000.0,2.167,2.167,0.0,0,8165.378,10000.0,5.375,3.375,2.0,0,4101.492,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7044.25
024af5e4f76c23e7f08616c60e595453e538a1ba,1.6,1.4,0.2,0,7733.333,10000.0,3.4,2.7,0.7,0,5466.667,10000.0,2.0,2.0,0.0,0,1363.0,15.489,2.5,2.5,0.0,0,6118.0,2631.4,5.6,4.8,0.8,0,7426.114,10000.0,3.176,2.824,0.353,0,8223.029,8228.55,2.4,1.9,0.5,0,7732.378,9950.0,2.12,1.32,0.8,0,5723.333,7000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5782.544
0297fd76b36e100882756e636bb03031255f57da,2.222,2.222,0.0,0,7351.852,10000.0,7.714,6.643,1.071,0,6589.198,9940.429,5.5,5.0,0.5,0,5333.333,6666.667,2.0,1.7,0.3,0,8373.353,10000.0,4.333,4.0,0.333,0,7183.879,10000.0,8.7,8.5,0.2,0,6980.651,9952.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5655.94
02c88d535d7393d30ce3338174d0a17ee7e8b8cc,2.2,2.0,0.2,0,8458.73,10000.0,4.333,4.2,0.133,0,8051.895,10000.0,1.75,1.667,0.083,0,7444.444,10000.0,1.6,1.45,0.15,0,8304.54,9500.0,2.889,2.556,0.333,0,7689.958,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4950.0
02f8a629f1a01a476de3944da2860d1c107f1b28,3.5,2.9,0.6,0,7124.383,10000.0,6.5,5.6,0.9,0,6142.231,10000.0,2.857,2.857,0.0,0,6785.714,8125.0,7.125,5.5,1.625,0,5885.618,6100.0,6.818,4.182,2.636,0,4219.315,9090.909,1.6,1.6,0.0,0,9011.067,10000.0,2.9,2.5,0.4,0,6598.333,10000.0,5.8,5.4,0.4,0,6479.048,9600.0,4.286,3.143,1.143,0,5062.86,5695.7,4.4,2.5,1.9,0,3609.244,8000.0,8661.161
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,3.8,3.467,0.333,0,6789.393,9333.333,1.909,1.818,0.091,0,9481.444,10000.0,2.143,2.0,0.143,0,8766.667,9857.143,2.0,2.0,0.0,0,9477.778,10000.0,1.889,1.556,0.333,0,8074.074,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4919.048
0306a80129ed6d5afadece8164929697bbbdea69,1.0,1.0,0.0,0,10000.0,5000.0,4.8,3.8,1.0,0,3500.0,5000.0,5.0,5.0,0.0,0,2000.0,10000.0,7.5,7.5,0.0,0,5000.0,5000.0,7.5,5.5,2.0,0,1339.286,10000.0,2.5,2.5,0.0,0,7857.143,10000.0,3.0,3.0,0.0,0,5000.0,2500.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4750.0
0341249377940c004d0823408ace7cddbddbc923,1.25,1.0,0.25,0,8750.0,10000.0,3.333,3.0,0.333,0,6095.238,4285.714,5.9,5.3,0.6,0,7206.029,9090.909,4.455,3.909,0.545,0,6776.574,9166.667,3.875,2.875,1.0,0,5188.851,10000.0,5.0,5.0,0.0,0,8378.088,6666.667,1.917,1.667,0.25,0,8347.222,10000.0,4.091,3.727,0.364,0,8209.47,10000.0,2.111,1.667,0.444,0,8144.415,7500.0,2.0,2.0,0.0,0,9100.0,10000.0,8670.996
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,3.0,2.875,0.125,0,8055.292,10000.0,2.947,1.684,1.263,0,5798.634,10000.0,2.923,2.385,0.538,0,6868.385,9285.714,2.6,1.7,0.9,0,7200.0,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3928.571
0367f82909c46a900501cc32d02b913923f75314,4.0,4.0,0.0,0,4017.222,3821.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,382.18
038dfa39ea11eb199e32e61fa4bd264d6d7ebc72,3.111,1.778,1.333,0,1740.037,2757.533,3.182,3.0,0.182,0,7604.815,10000.0,2.929,2.143,0.786,0,6485.714,9785.714,3.6,3.1,0.5,0,7170.833,10000.0,3.333,2.556,0.778,0,5317.593,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4254.325
041dc9a457bc7a9f1dcb5b215aaa78a6868483f5,1.5,1.5,0.0,0,7500.0,10000.0,1.333,1.0,0.333,0,8888.889,10000.0,1.0,1.0,0.0,0,10000.0,10000.0,1.5,1.5,0.0,0,7500.0,10000.0,5.5,5.5,0.0,0,2678.571,10000.0,1.25,1.25,0.0,0,8750.0,10000.0,1.0,1.0,0.0,0,10000.0,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7000.0
045792bbf5167d31c0064c8520d189a09f276502,5.2,3.733,1.467,0,5384.171,10000.0,1.6,1.533,0.067,0,7911.111,10000.0,2.0,1.417,0.583,0,7870.37,10000.0,3.45,2.85,0.6,0,6374.94,9500.0,2.111,1.889,0.222,0,8886.773,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4950.0
04d32bf7b10a238244d3e1acc3bcf53a449daf99,2.75,2.0,0.75,0,6215.264,10000.0,9.667,9.333,0.333,0,3839.02,1654.071,2.0,2.0,0.0,0,10000.0,113.636,2.783,2.478,0.304,0,8498.498,10000.0,3.1,2.5,0.6,0,8253.967,10000.0,6.3,5.8,0.5,0,8061.719,10000.0,5.0,0.667,4.333,0,2666.667,434.783,3.059,2.706,0.353,0,8108.074,8888.889,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5109.138
04fea422f4b51279771239f896f7acb7224a2def,1.583,1.417,0.167,0,7986.111,10000.0,1.767,1.5,0.267,0,8430.826,10000.0,3.176,2.118,1.059,0,8080.804,10000.0,3.16,2.0,1.16,0,6037.333,9600.0,1.5,1.269,0.231,0,8583.125,9629.63,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4922.963
04feabadb3e2d863eded075f541be8ff78d50474,3.3,3.3,0.0,0,8853.218,10000.0,1.375,1.375,0.0,0,9208.333,9375.0,1.889,1.778,0.111,0,8588.889,9000.0,2.1,1.5,0.6,0,7050.0,9090.909,1.7,1.7,0.0,0,8888.833,10000.0,1.0,1.0,0.0,0,10000.0,3333.333,1.7,1.7,0.0,0,8283.333,10000.0,3.3,3.1,0.2,0,8190.0,10000.0,1.5,1.0,0.5,0,7500.0,2000.0,4.2,3.0,1.2,0,6232.127,10000.0,8279.924
052039d5c5915699359b1d549b36ea69330c0ac3,3.5,3.5,0.0,0,2833.333,4000.0,1.0,1.0,0.0,0,10000.0,1250.0,3.0,2.714,0.286,0,6833.333,6900.0,7.0,7.0,0.0,1,3095.0,2142.8,2.444,1.111,1.333,0,6768.519,7500.0,4.091,2.636,1.455,0,7039.924,6564.067,3.2,1.467,1.733,0,6664.286,5416.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3377.353
05203b8a827f60a7cbb49a7d04a0b45dae39fa8d,5.4,5.1,0.3,0,7066.828,9900.0,5.8,5.8,0.0,0,6721.04,8769.2,16.5,16.0,0.5,0,6895.542,5055.333,9.167,6.667,2.5,0,4808.281,7791.667,1.25,1.25,0.0,0,8750.0,10000.0,6.55,5.3,1.25,0,7289.057,10000.0,5.7,4.2,1.5,0,6058.644,10000.0,2.2,1.8,0.4,0,7966.958,10000.0,8.222,6.889,1.333,0,6840.436,8714.2,3.6,2.4,1.2,0,5841.667,8800.0,8903.04
05218d5a6d67f5c1d6305dffb907e940260304c1,3.273,2.97,0.303,0,7376.152,8918.919,3.8,3.6,0.2,0,6990.339,3571.429,3.8,3.0,0.8,0,6900.101,10000.0,2.056,1.889,0.167,0,7340.963,9949.444,1.0,1.0,0.0,0,10000.0,10000.0,3.1,2.65,0.45,0,8114.857,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5243.979
0538762f44e8dfb07dc26c8c771f06080b9b2dee,1.4,1.4,0.0,0,9429.533,10000.0,4.0,2.75,1.25,0,4538.68,10000.0,2.9,2.3,0.6,0,7844.0,10000.0,7.0,6.667,0.333,0,3045.635,10000.0,2.0,2.0,0.0,0,7410.88,10000.0,1.5,1.5,0.0,0,8942.25,6666.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5666.667
056711f171807d5b28f83e7afeb3d7e18ec3a5d9,1.0,1.0,0.0,0,0.0,0.0,5.9,5.3,0.6,0,5653.541,10000.0,5.0,3.0,2.0,0,0.0,0.0,3.0,2.0,1.0,0,1833.333,1600.0,2.5,2.5,0.0,0,8500.0,2000.0,3.333,3.067,0.267,0,6180.346,10000.0,2.0,1.833,0.167,0,7380.389,4458.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2805.833
0577e3c1b0a6df46c7fef07f400b42811cc77250,4.5,4.0,0.5,0,7955.714,10000.0,4.0,3.077,0.923,0,4992.521,7142.857,4.4,3.9,0.5,0,7536.625,10000.0,3.25,3.125,0.125,0,8147.619,10000.0,3.6,2.9,0.7,0,6485.231,10000.0,3.222,2.889,0.333,0,7879.955,9000.0,2.2,1.8,0.4,0,7503.571,10000.0,4.7,4.0,0.7,0,4976.124,10000.0,4.8,3.9,0.9,0,6161.04,10000.0,2.1,1.8,0.3,0,7583.333,9000.0,9514.286
057b868ab03f5596f4a8c2e579c401f2fe9a2dfe,1.0,1.0,0.0,0,6730.5,3365.25,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0,10000.0,10000.0,4.0,3.667,0.333,0,7037.037,10000.0,1.0,1.0,0.0,0,10000.0,10000.0,2.0,2.0,0.0,0,5000.0,5000.0,1.75,1.75,0.0,0,7083.333,10000.0,2.0,2.0,0.0,0,7500.0,10000.0,1.5,1.5,0.0,0,5500.0,500.0,0.0,0.0,0.0,0,0.0,0.0,5886.525
05b134c1a682085880fb7ce76d221a48955e5b8a,3.0,2.0,1.0,0,6666.667,2500.0,3.333,1.333,2.0,0,4777.778,3500.0,3.333,2.333,1.0,0,4619.0,4000.0,3.0,3.0,0.0,0,2374.333,2482.2,1.6,1.3,0.3,0,8633.333,10000.0,4.5,4.5,0.0,1,6478.245,6830.4,3.9,2.7,1.2,0,5266.667,10000.0,2.333,1.533,0.8,0,7571.695,9722.2,3.958,2.75,1.208,0,6246.912,9759.917,0.0,0.0,0.0,0,0.0,0.0,5879.472
05b7c7d664702d3677ddbf5a03e976e24b16544c,2.0,1.833,0.167,0,7546.278,10000.0,5.0,1.818,3.182,0,3946.606,10000.0,1.724,1.207,0.517,0,7731.322,8965.517,3.167,2.5,0.667,0,7536.663,8000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3696.552
05ed34d40112c0d0c446cb9c00fa6e14851a7aa1,4.25,3.375,0.875,0,6450.126,10000.0,3.125,2.5,0.625,0,7205.083,10000.0,8.714,6.0,2.714,0,3125.417,593.182,3.9,3.5,0.4,0,6236.967,10000.0,2.0,1.25,0.75,0,3489.833,2862.0,11.5,6.5,5.0,0,3393.444,10000.0,7.667,7.0,0.667,0,2597.222,10000.0,11.0,9.167,1.833,0,6637.511,8974.333,6.125,3.375,2.75,0,2698.437,10000.0,0.0,0.0,0.0,0,0.0,0.0,7242.952
05f7b04136abf33daf80973c0942a91751222e1e,1.5,1.2,0.3,0,8291.667,10000.0,2.333,2.222,0.111,0,5926.111,4535.643,1.273,1.045,0.227,0,8977.273,9565.217,1.9,1.7,0.2,0,7963.087,10000.0,1.2,1.05,0.15,0,9399.967,9983.3,1.5,0.25,1.25,0,2500.0,434.783,1.333,1.111,0.222,0,8888.889,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5451.894
0601ede7fba3727ac6cae3653b12cebafea42863,2.389,2.278,0.111,0,8304.365,3829.787,2.16,1.88,0.28,0,7995.333,10000.0,3.1,2.5,0.6,0,6718.735,10000.0,3.7,3.1,0.6,0,8670.219,10000.0,1.0,1.0,0.0,0,10000.0,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4382.979
06024da8147b5cf6105beb4c403f67cf1ff0aea1,1.6,1.6,0.0,0,8711.5,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1000.0
0603b8a222e368a7727190b2883c7ad7b96ce5ac,4.5,3.833,0.667,0,7610.382,9500.0,5.182,3.727,1.455,0,4927.652,10000.0,2.966,2.069,0.897,0,7548.267,10000.0,4.083,3.0,1.083,0,5158.917,8000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3750.0
061a128e882272cd17340c8feb637cd0ff9e5dbf,2.444,1.333,1.111,0,6774.685,9000.0,2.9,2.8,0.1,0,8053.047,10000.0,1.0,1.0,0.0,0,10000.0,10000.0,1.875,1.875,0.0,0,9020.833,10000.0,2.0,1.9,0.1,0,8006.667,10000.0,3.2,2.7,0.5,0,6701.111,9090.909,1.167,1.167,0.0,0,9953.667,6000.0,3.0,1.0,2.0,0,3333.333,3333.333,2.7,2.0,0.7,0,7194.756,9100.0,1.9,1.8,0.1,0,8033.333,10000.0,8652.424
062e8c58d3f85428aeed19095d12dcab6806f2ac,2.0,1.889,0.111,0,7936.508,7900.0,3.0,2.5,0.5,0,6300.0,1428.571,7.0,7.0,0.0,0,2000.0,200.0,3.5,2.7,0.8,0,6314.314,10000.0,3.75,3.5,0.25,0,5078.754,2360.214,2.3,1.3,1.0,0,7100.0,10000.0,11.0,10.5,0.5,0,8348.762,1888.8,3.0,1.889,1.111,0,4953.704,9000.0,3.6,3.4,0.2,0,6321.395,10000.0,0.0,0.0,0.0,0,0.0,0.0,5277.758
063c339a318b967ec77cd523f9ae4c62a7afa083,4.6,4.0,0.6,0,6594.797,10000.0,5.5,2.4,3.1,0,4645.177,9090.909,2.6,1.9,0.7,0,7403.533,10000.0,1.0,1.0,0.0,0,10000.0,3333.333,6.3,3.6,2.7,0,4855.047,9900.0,2.5,2.5,0.0,0,5214.0,1142.8,4.778,3.889,0.889,0,4002.006,7033.3,2.2,1.4,0.8,0,6800.0,5000.0,3.333,2.667,0.667,0,5288.889,7300.0,0.0,0.0,0.0,0,0.0,0.0,6280.034
06490d06037ae75484a0a36a7a46e126b0b49495,1.36,1.04,0.32,0,8913.333,9880.0,1.88,1.44,0.44,0,8262.143,2806.818,5.5,4.5,1.0,0,7452.905,9857.143,1.0,0.667,0.333,0,1376.0,825.6,1.778,1.556,0.222,0,8339.481,8181.818,1.812,1.625,0.188,0,9006.612,10000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4155.138
0659d0431565eaacdc601973560ee8331f910947,4.5,3.5,1.0,0,5980.08,10000.0,8.0,6.0,2.0,0,6353.875,3055.333,4.421,3.684,0.737,0,5933.633,7916.667,2.25,2.25,0.0,0,5875.0,10000.0,3.45,2.1,1.35,0,6503.931,10000.0,1.8,1.4,0.4,0,6088.833,3655.5,6.167,4.0,2.167,0,5597.673,6000.0,5.5,3.2,2.3,0,3868.987,10000.0,2.75,2.75,0.0,0,5785.688,6000.0,0.0,0.0,0.0,0,0.0,0.0,6662.75
06b43a9d40f16603a72a6333318a5086b7bb7e12,3.8,3.3,0.5,0,6916.358,10000.0,1.0,1.0,0.0,0,1375.5,31.261,4.5,3.5,1.0,0,3235.833,4833.0,3.636,2.545,1.091,0,5729.437,7916.667,1.75,1.25,0.5,0,7833.333,10000.0,3.15,2.8,0.35,0,7478.327,10000.0,3.3,3.0,0.3,0,7752.057,10000.0,1.5,1.5,0.0,0,8600.0,10000.0,2.2,1.9,0.3,0,7238.095,9000.0,7.0,6.0,1.0,0,2734.286,742.8,7252.373
070671333adf94dadc433fcafc872c6301dd0744,5.444,3.333,2.111,0,2735.931,3900.0,3.9,2.3,1.6,0,6120.513,5785.714,3.167,1.667,1.5,0,4000.0,4625.0,2.0,1.5,0.5,0,5714.25,3000.0,1.5,0.9,0.6,0,9000.0,9000.0,2.333,1.0,1.333,0,3682.444,1653.0,2.6,2.2,0.4,0,6066.667,5000.0,1.0,1.0,0.0,0,10000.0,8000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4096.371
073de6e606b6b7f3f44a8e8301ee87c3c978a2e2,3.556,3.0,0.556,0,6466.817,8923.0,3.778,3.0,0.778,0,3313.458,545.443,4.0,2.333,1.667,0,5374.833,9722.0,2.0,1.571,0.429,0,7250.0,4666.667,2.0,1.75,0.25,0,7500.0,7500.0,4.15,2.95,1.2,0,6488.599,10000.0,5.0,3.4,1.6,0,5232.777,10000.0,2.4,2.2,0.2,0,6805.9,10000.0,6.0,4.3,1.7,0,5853.653,9933.3,3.6,1.6,2.0,0,4802.778,9000.0,8029.041
